HOLE-ID,LOC_UTMX,LOC_UTMY,LOC_UTMZ,AZ_UTM,DIP,LENGTH_M,NO_DATA,DOUBTFUL_C
4352,295192.01,5331078.82,-244.55,4.81,-1.50,69.03,,
4353,294644.82,5331255.61,-596.35,2.31,-2.12,91.34,No_Litho,
4354,294644.68,5331250.83,-596.40,181.31,-6.00,242.71,No_Litho,
4355,295109.19,5331099.61,-246.02,2.31,-90.00,46.32,,
4356,295094.38,5331100.69,-246.00,2.31,-76.00,45.26,No_Litho,
4357,294989.64,5331132.96,-245.56,2.81,0.00,27.52,No_Litho,
4358,294989.45,5331128.93,-245.57,182.81,0.00,113.99,No_Litho,
4359,294989.51,5331130.28,-244.37,2.31,90.00,37.94,No_Litho,
436,294611.00,5331160.36,252.56,2.31,90.00,31.39,,
4360,294951.83,5331132.13,-244.20,16.81,84.50,38.10,No_Litho,
4361,294564.46,5331254.95,-595.97,2.81,0.08,91.80,,
4362,294564.24,5331250.63,-595.97,182.81,0.08,107.59,,
4363,294678.91,5331253.45,-596.73,4.81,0.00,30.63,,
4364,294603.90,5331254.70,-596.17,360.81,1.72,76.90,,
4365,294603.88,5331252.35,-596.25,183.81,-1.72,72.35,,
4366,294603.89,5331253.46,-597.25,2.31,-90.00,45.41,,
4367,294561.86,5331249.89,-595.79,207.81,0.05,83.82,,
4368,294659.96,5331254.65,-596.36,361.31,1.00,16.45,,
4369,294659.91,5331253.35,-597.37,2.31,-90.00,45.11,,
437,294837.48,5331145.40,136.31,361.31,0.00,156.05,,
4370,294927.50,5331162.89,-206.11,182.31,72.50,38.10,,
4371,294927.51,5331162.41,-206.33,182.81,51.00,38.70,,
4372,294927.53,5331163.28,-208.46,2.31,-90.00,38.40,,
4373,294927.52,5331163.59,-206.28,357.31,73.00,38.10,,
4374,294747.61,5331114.27,20.16,4.03,-28.00,52.63,,
4375,294747.60,5331114.25,19.59,4.71,-47.00,37.73,,
4376,294720.53,5331117.04,20.04,4.08,-27.00,52.88,,
4377,294720.50,5331116.94,19.59,4.69,-49.00,45.72,,
4378,294691.01,5331125.35,20.47,359.86,-32.00,31.08,,
4379,294690.98,5331125.91,19.58,360.06,-59.00,37.79,,
438,294246.41,5331178.24,214.65,349.24,0.00,43.37,,
4380,294664.34,5331135.95,19.70,361.29,-56.93,21.94,,
4381,294664.32,5331135.56,19.66,360.13,-76.63,29.56,,
4382,294863.98,5331254.01,-595.91,359.31,0.30,30.17,No_Litho,
4383,294785.35,5331236.35,-284.07,360.39,1.20,60.13,,
4384,294785.33,5331236.14,-284.85,360.38,-47.15,46.32,,
4385,294863.64,5331245.33,-283.69,361.81,-0.50,53.03,No_Litho,
4386,294863.61,5331244.55,-284.49,357.31,-69.50,48.76,No_Litho,
4387,294643.98,5331139.25,19.97,360.93,-47.87,38.25,,
4388,294643.92,5331138.45,20.00,4.61,-78.33,38.31,,
4389,294593.50,5331142.25,20.42,360.28,-29.97,29.87,,
439,294246.81,5331176.09,214.64,169.24,0.00,7.62,,
4390,294593.48,5331141.68,20.04,359.66,-63.90,30.48,,
4391,294533.93,5331138.50,19.98,4.54,-56.85,22.76,,
4392,294533.89,5331138.26,20.06,3.04,-65.83,30.17,,
4393,294492.35,5331140.62,20.30,359.58,-50.00,23.46,,
4394,294478.43,5331142.09,20.27,354.44,-78.00,30.32,,
4395,294472.95,5331143.90,20.35,278.44,-42.00,29.87,,
4396,294795.27,5331236.74,-640.64,180.81,85.50,30.48,,
4397,294823.46,5331238.51,-641.74,182.81,-2.00,15.24,No_Litho,
4398,294823.50,5331239.31,-640.54,183.31,68.00,23.07,No_Litho,
4399,294848.31,5331237.25,-640.04,182.31,82.00,29.56,,
44,294547.67,5331026.63,251.18,341.53,0.00,150.57,,
440,294580.16,5331160.93,251.29,2.31,-90.00,18.16,,
4400,294848.77,5331235.90,-641.44,126.81,-3.00,24.20,,
4401,294683.83,5331267.79,-551.00,356.31,-1.80,83.91,,
4402,294709.98,5331273.17,-551.99,5.31,-33.37,84.12,,
4403,294731.18,5331268.52,-550.99,4.31,-2.87,84.52,,
4404,294814.82,5331076.69,-551.30,181.81,0.18,120.39,No_Litho,
4405,294814.91,5331080.58,-551.68,359.81,-5.00,213.36,No_Litho,
4406,294874.21,5331060.80,-550.84,182.81,0.50,83.82,,
4407,294874.37,5331064.98,-551.10,361.81,-5.18,222.80,,
4408,294373.38,5331107.37,-13.97,42.43,36.80,45.72,,
4409,294373.52,5331107.51,-14.28,47.04,22.18,38.10,,
441,294580.15,5331160.87,253.63,2.31,90.00,30.17,,
4410,294369.19,5331112.31,-13.77,358.43,51.32,37.49,,
4411,294369.19,5331112.61,-14.05,358.54,34.38,31.08,,
4412,294369.23,5331111.79,-15.98,357.73,-67.45,29.71,,
4413,294369.24,5331111.45,-15.99,2.31,-90.00,60.65,,
4414,294369.18,5331111.99,-13.63,359.26,66.00,38.70,,
4415,294329.69,5331104.65,-13.37,356.36,66.03,37.49,,
4416,294329.70,5331105.29,-13.35,360.18,45.83,37.55,,
4417,294329.70,5331104.33,-15.51,5.49,-74.05,30.78,,
4418,294329.71,5331104.12,-15.51,19.96,-82.87,60.35,,
4419,294496.68,5331248.52,-131.48,2.31,-90.00,37.03,No_Litho,
442,294550.11,5331158.34,251.52,2.31,-90.00,21.33,,
4420,294496.69,5331248.54,-129.27,2.31,90.00,30.08,No_Litho,
4421,294475.13,5331248.75,-131.43,2.31,-90.00,37.33,,
4422,294475.15,5331248.80,-128.95,2.31,90.00,30.48,,
4423,294475.17,5331249.94,-131.04,4.79,-29.48,45.72,,
4424,294815.59,5331097.33,-93.18,145.31,26.00,30.99,No_Litho,
4425,294814.17,5331098.46,-92.69,217.81,38.00,38.10,No_Litho,
4426,295235.81,5331094.38,-91.71,360.31,-4.00,212.44,,
4427,294367.79,5331115.26,-321.22,3.46,-3.47,183.18,,
4428,294367.71,5331113.93,-321.98,182.31,-85.00,45.26,,
4429,294367.73,5331114.23,-319.81,9.44,79.80,37.49,,
443,294550.18,5331158.40,253.82,2.31,90.00,31.08,,
4430,294367.55,5331111.11,-320.86,182.86,6.15,183.18,,
4431,294984.17,5331146.78,-93.48,167.31,-83.00,36.91,No_Litho,
4432,294984.11,5331147.08,-91.24,353.31,81.50,38.55,No_Litho,
4433,294950.87,5331146.50,-93.69,175.81,-80.50,25.35,No_Litho,
4434,294950.83,5331146.80,-91.32,346.31,83.75,37.55,No_Litho,
4435,294130.54,5331116.01,61.28,175.93,-49.75,45.11,,
4436,294107.35,5331110.03,61.84,180.93,-21.70,37.97,,
4437,294107.39,5331110.72,61.16,177.54,-72.35,38.10,,
4438,294079.39,5331105.92,61.71,181.14,-28.05,45.20,,
4439,294079.40,5331106.22,61.45,178.89,-44.57,45.11,,
444,294523.82,5331174.31,251.78,2.31,-90.00,35.57,,
4440,294227.24,5331209.11,-12.41,28.88,84.33,36.88,,
4441,294214.41,5331205.05,-12.43,27.59,86.02,36.88,,
4442,294214.45,5331204.85,-14.72,179.31,-80.50,37.24,,
4443,294428.22,5331125.46,-321.33,361.23,-6.25,206.13,,
4444,294428.10,5331121.90,-322.11,181.34,-85.62,46.02,,
4445,294428.11,5331122.08,-319.78,361.34,85.62,38.40,,
4446,294652.81,5331198.39,-505.17,184.31,0.13,113.26,,
4447,294653.01,5331200.93,-505.17,4.31,0.13,91.13,,
4448,294838.10,5331090.94,-504.73,183.31,6.50,122.37,,
4449,294838.27,5331094.56,-505.18,2.81,-7.50,214.42,,
445,294523.83,5331174.33,254.00,2.31,90.00,30.17,,
4450,294478.24,5331134.30,-321.43,2.79,-6.52,199.03,No_Litho,
4451,294851.13,5331085.41,-504.84,360.81,-0.87,15.08,,
4452,294689.66,5331194.83,-505.42,3.81,-1.50,90.83,,
4453,294668.18,5331195.04,-505.20,181.31,0.33,37.64,,
4454,294668.22,5331197.13,-505.21,361.31,-0.33,67.97,,
4455,294689.67,5331194.84,-505.74,5.66,-16.30,106.55,,
4456,294744.13,5331198.51,-505.43,352.31,-4.00,99.51,,
4457,294789.82,5331200.74,-505.28,361.31,0.00,106.19,,
4458,293945.68,5331161.47,-281.25,4.31,1.00,74.37,No_Litho,
4459,293945.49,5331157.93,-281.22,183.81,4.50,114.90,No_Litho,
446,294514.73,5331189.97,251.95,2.31,-90.00,34.44,,
4460,293879.70,5331219.95,-279.73,175.81,64.00,53.34,,
4461,295051.63,5331105.67,-168.91,2.31,-0.50,60.74,,
4462,295051.49,5331102.33,-168.93,182.41,-0.40,68.58,,
4463,294580.35,5331133.35,-413.66,2.31,-5.75,182.88,,
4464,294580.20,5331129.24,-413.44,184.31,5.50,242.92,,
4465,293907.70,5331205.33,-279.58,2.31,90.00,38.10,No_Litho,
4466,293907.29,5331202.40,-281.95,2.31,-90.00,37.64,No_Litho,
4467,294593.04,5331129.60,-413.33,356.81,2.50,23.16,,
4468,294623.81,5331127.10,-413.54,360.81,-3.50,106.52,No_Litho,
4469,294913.07,5331109.41,-413.18,183.81,4.00,122.37,No_Litho,
447,294514.74,5331189.95,254.23,2.31,90.00,28.65,,
4470,294913.30,5331112.99,-413.26,4.31,1.00,144.32,No_Litho,
4471,294945.52,5331102.95,-412.94,183.81,-0.39,46.02,No_Litho,
4472,294955.63,5331242.00,-595.25,2.81,-2.00,91.13,No_Litho,
4473,294955.44,5331238.30,-595.09,183.81,4.50,237.13,No_Litho,
4474,295036.30,5331233.15,-594.87,3.31,-3.00,106.37,No_Litho,
4475,295035.82,5331229.62,-594.71,183.31,3.00,205.28,No_Litho,
4476,293858.94,5331211.23,-280.40,361.16,-0.15,23.10,No_Litho,
4477,293858.82,5331208.29,-280.42,182.51,0.20,75.13,No_Litho,
4478,293885.81,5331207.50,-280.55,181.04,4.93,122.52,No_Litho,
4479,293898.54,5331203.33,-279.62,2.31,90.00,37.33,No_Litho,
448,294495.37,5331172.26,252.07,2.31,-90.00,35.66,,
4480,293898.56,5331203.31,-281.90,2.31,-90.00,37.49,No_Litho,
4481,294264.55,5331226.09,-13.14,242.81,51.58,44.50,,
4482,294867.53,5331098.34,-459.39,182.31,0.17,15.84,No_Litho,
4483,294839.57,5331102.85,-459.49,182.31,2.00,138.37,,
4484,294839.71,5331106.52,-459.62,2.31,-2.00,111.25,,
4485,294730.89,5331275.10,-459.88,3.31,0.87,60.04,,
4486,294691.27,5331275.24,-459.83,360.31,0.63,109.81,,
4487,295069.77,5331223.96,-594.79,181.81,0.00,37.79,,
4488,295069.84,5331226.18,-594.79,361.81,0.00,61.11,,
4489,294992.45,5331235.47,-594.70,181.81,-1.00,46.48,No_Litho,
449,294495.42,5331172.26,254.27,2.31,90.00,30.48,,
4490,294992.54,5331238.28,-594.75,361.81,1.00,53.34,No_Litho,
4491,294938.28,5331237.95,-595.30,184.81,-0.39,120.79,No_Litho,
4492,294938.47,5331240.20,-595.28,4.81,0.39,38.64,No_Litho,
4493,294856.21,5331239.26,-595.78,179.81,1.25,45.72,,
4494,294655.96,5331222.79,-459.94,2.31,-4.50,91.13,,
4495,294655.80,5331219.17,-459.67,182.31,4.50,99.21,,
4496,294468.41,5331195.16,-595.17,185.31,3.00,212.75,,
4497,294468.79,5331198.90,-595.21,5.81,-2.00,182.63,,
4498,294443.85,5331262.75,-16.38,91.63,-61.78,75.49,,
4499,294443.29,5331262.77,-16.34,2.31,-90.00,74.61,,
45,294839.74,5331120.14,250.24,193.11,50.62,107.13,,
450,294644.97,5331229.57,98.27,182.31,0.00,19.05,,
4500,294442.87,5331262.80,-16.30,271.51,-66.32,74.98,,
4501,294443.40,5331269.43,-16.26,361.96,-54.55,60.65,,
4502,294506.67,5331190.07,-595.36,183.31,-1.00,60.35,,
4503,294506.82,5331192.80,-595.32,3.31,1.00,84.58,,
4504,294539.15,5331251.41,-595.68,361.81,-1.50,76.20,,
4505,295180.73,5331091.79,-168.74,183.81,0.00,22.18,No_Litho,
4506,295180.94,5331095.61,-168.85,3.31,-3.50,182.57,No_Litho,
4507,294473.12,5331228.03,-54.00,360.93,-42.53,37.88,,
4508,294686.79,5331217.15,-459.83,2.31,-1.50,15.24,,
4509,294707.04,5331214.66,-459.86,182.31,-1.67,41.45,,
451,294645.07,5331231.94,98.30,2.31,0.00,18.89,,
4510,294586.09,5331121.68,-459.39,5.81,-0.50,75.83,,
4511,294585.87,5331119.11,-459.34,184.81,1.50,14.72,,
4512,294609.13,5331115.07,-459.42,5.81,0.35,15.24,No_Litho,
4513,294745.35,5331211.49,-459.77,181.31,-0.44,38.10,,
4514,294745.40,5331213.93,-459.76,361.31,0.44,76.20,,
4515,295225.45,5331084.64,-168.59,360.31,0.00,15.54,No_Litho,
4516,295101.68,5331110.72,-168.74,4.81,0.00,23.77,,
4517,294192.00,5331170.16,-128.86,183.01,-0.08,48.46,,
4518,294192.08,5331171.60,-129.90,199.94,-81.65,37.49,,
4519,294192.19,5331171.92,-127.68,19.94,81.65,30.11,,
452,294982.43,5331070.17,212.85,361.88,0.00,83.82,,
4520,294192.16,5331173.20,-128.86,3.01,0.08,76.80,,
4521,294621.76,5331117.61,-459.41,361.81,-2.00,126.79,No_Litho,
4522,294621.63,5331113.40,-459.27,181.81,2.00,181.96,No_Litho,
4523,294693.29,5331272.68,-459.52,184.31,20.43,68.88,,
4524,294693.56,5331272.84,-458.79,167.81,42.60,59.74,,
4525,294207.93,5331177.08,-129.95,187.74,-78.92,36.88,,
4526,294208.00,5331177.54,-127.71,2.94,78.52,30.17,,
4527,294223.72,5331183.34,-130.03,205.51,-83.23,37.18,,
4528,294223.74,5331183.82,-127.74,3.14,73.12,38.40,,
4529,294242.02,5331187.50,-130.03,193.36,-85.12,37.64,,
453,294982.24,5331064.93,212.90,181.49,0.00,51.99,,
4530,294242.04,5331187.88,-127.60,353.41,77.67,30.32,,
4531,294268.38,5331203.46,-130.24,187.36,-69.17,45.72,,
4532,294268.46,5331204.30,-127.97,360.04,69.35,23.46,,
4533,294295.59,5331220.70,-130.38,186.71,-65.85,44.80,,
4534,294689.33,5331190.66,-505.30,184.31,2.50,182.88,,
4535,294689.35,5331190.72,-504.90,182.18,15.00,106.07,,
4536,294652.89,5331198.42,-504.94,179.31,12.05,106.83,,
4537,294867.73,5331085.42,-504.74,358.81,-1.00,15.08,,
4538,294867.77,5331083.46,-504.70,178.81,1.00,15.39,,
4539,294741.51,5331163.27,21.00,183.21,0.00,30.32,,
454,294451.40,5331092.87,291.43,182.18,0.00,90.83,,
4540,294755.40,5331160.27,20.92,183.73,1.00,31.24,,
4541,294755.44,5331160.47,21.52,181.58,40.00,30.48,,
4542,294755.49,5331160.63,22.19,176.93,64.00,37.49,,
4543,294755.41,5331160.62,21.36,155.79,21.00,56.23,,
4544,294308.43,5331230.31,-128.36,11.68,76.43,38.55,,
4545,294319.63,5331234.30,-130.58,179.61,-61.95,44.71,,
4546,294342.50,5331247.74,-130.77,185.79,-70.47,45.32,,
4547,294346.36,5331251.09,-128.47,13.63,75.48,37.79,,
4548,294361.94,5331259.06,-130.85,181.18,-68.73,31.08,No_Litho,
4549,294384.92,5331273.20,-130.70,182.74,-68.65,18.89,,
455,294493.25,5331142.97,254.50,2.31,90.00,31.39,,
4550,294384.99,5331273.71,-128.84,14.74,76.87,38.03,,
4551,294887.53,5331267.49,-550.64,356.31,-0.35,180.44,,
4552,294850.47,5331271.13,-550.61,361.81,0.57,98.75,,
4553,294819.63,5331272.89,-550.90,361.31,1.87,76.20,No_Litho,
4554,294236.41,5331187.21,-130.01,2.31,-90.00,22.86,,
4555,294251.97,5331194.73,-130.07,2.31,-90.00,23.10,No_Litho,
4556,294252.04,5331195.17,-127.95,6.89,69.00,37.18,No_Litho,
4557,294273.15,5331207.23,-128.31,2.31,90.00,22.86,,
4558,294069.94,5331105.88,61.45,178.48,-38.25,45.26,,
4559,294069.96,5331106.45,61.22,174.13,-66.92,46.32,,
456,294472.36,5331172.49,254.44,2.31,90.00,30.48,,
4560,294069.06,5331106.72,61.37,245.63,-55.82,45.62,,
4561,294111.42,5331111.43,63.78,190.89,74.37,30.78,,
4562,294111.44,5331110.88,63.20,184.34,45.45,18.89,,
4563,295048.67,5331244.12,-550.07,357.31,-2.00,210.92,No_Litho,
4564,295048.59,5331240.04,-549.97,181.81,4.50,213.36,No_Litho,
4565,295048.59,5331240.45,-550.95,183.31,-38.10,49.46,No_Litho,
4566,295048.59,5331240.83,-549.29,177.81,54.15,38.70,No_Litho,
4567,295048.64,5331242.37,-551.14,10.31,-76.62,45.41,No_Litho,
4568,294936.20,5331250.53,-550.32,361.81,-0.08,30.38,No_Litho,
4569,294936.06,5331246.58,-550.32,181.81,0.08,97.84,No_Litho,
457,294705.73,5331108.87,250.43,18.31,0.00,112.47,,
4570,294936.06,5331246.59,-549.63,181.31,31.82,60.96,No_Litho,
4571,294936.06,5331246.49,-550.96,180.81,-28.29,63.30,No_Litho,
4572,294060.24,5331088.54,62.56,361.26,-67.00,45.20,,
4573,294060.29,5331089.31,64.20,4.19,34.00,30.32,,
4574,294111.15,5331093.43,62.37,356.46,-67.40,45.72,,
4575,294111.12,5331093.96,63.99,357.86,31.30,30.48,,
4576,294639.06,5331270.48,-550.62,361.81,1.22,22.86,No_Litho,
4577,294639.00,5331266.76,-550.47,180.78,6.97,213.36,No_Litho,
4578,294630.18,5331217.48,-130.29,2.31,72.53,37.49,No_Litho,
4579,294630.19,5331218.11,-130.67,359.81,37.55,52.73,No_Litho,
458,294451.55,5331096.86,291.47,2.31,0.00,84.55,,
4580,294652.27,5331221.47,-130.39,360.99,20.55,44.65,,
4581,294652.26,5331222.16,-130.75,360.14,74.87,38.10,No_Litho,
4582,294652.28,5331221.87,-130.43,362.16,38.72,53.18,,
4583,294676.61,5331241.53,-132.67,361.49,57.65,38.10,,
4584,294676.61,5331241.53,-132.67,2.31,-90.00,37.79,,
4585,294676.63,5331241.56,-130.42,2.31,90.00,38.03,,
4586,294676.64,5331242.05,-130.50,361.81,65.50,38.40,,
4587,294676.66,5331242.76,-130.64,361.99,38.00,37.64,,
4588,294702.25,5331226.67,-132.85,2.31,-90.00,60.65,,
4589,294702.27,5331226.71,-130.70,2.31,90.00,30.48,,
459,294618.81,5331136.47,251.38,22.43,0.00,106.68,,
4590,294702.90,5331227.01,-132.42,361.81,-35.00,45.41,,
4591,294702.94,5331227.09,-116.10,3.58,23.50,45.11,,
4592,294605.65,5331209.22,-130.21,2.63,51.50,46.02,,
4593,294619.07,5331213.60,-130.82,3.34,28.50,49.68,No_Litho,
4594,294619.06,5331213.09,-130.37,3.71,57.50,38.70,No_Litho,
4595,294639.03,5331266.48,-551.14,179.31,-18.44,90.22,No_Litho,
4596,294638.99,5331266.70,-550.12,181.81,19.00,97.01,No_Litho,
4597,294639.02,5331268.65,-551.74,361.81,-65.00,45.41,No_Litho,
4598,294987.32,5331246.61,-550.18,2.68,0.00,38.10,No_Litho,
4599,294987.21,5331245.23,-551.22,354.81,-79.80,38.10,No_Litho,
46,294505.43,5331009.30,251.06,348.54,-39.00,129.99,,
460,294611.43,5331090.19,249.68,166.13,-28.77,60.96,,
4600,294987.16,5331243.24,-550.18,182.68,0.00,45.41,No_Litho,
4601,294987.15,5331243.49,-549.06,182.70,49.30,50.90,No_Litho,
4602,294987.17,5331243.40,-550.97,181.81,-35.20,60.35,No_Litho,
4603,294714.70,5331239.98,-551.33,203.94,1.55,45.72,,
4604,294593.96,5331268.62,-550.66,2.98,0.00,83.51,,
4605,294593.82,5331264.97,-550.64,182.71,0.00,83.51,,
4606,294552.21,5331257.55,-550.56,361.81,1.50,83.51,,
4607,294552.05,5331254.63,-550.64,181.81,-0.50,75.59,,
4608,294552.05,5331254.84,-550.12,182.19,24.50,53.49,,
4609,294536.07,5331253.72,-550.60,2.81,-1.00,30.48,No_Litho,
461,294512.49,5331191.38,252.93,322.51,0.00,55.16,,
4610,294536.07,5331252.88,-551.54,351.81,-76.50,45.72,No_Litho,
4611,294535.96,5331251.63,-550.57,182.81,1.00,76.04,No_Litho,
4612,294438.23,5331261.41,-595.39,3.53,0.00,60.35,,
4613,294438.08,5331258.98,-595.40,183.53,0.00,60.04,,
4614,294375.23,5331180.05,-594.95,362.08,-2.50,152.40,,
4615,294375.05,5331175.47,-594.89,182.07,2.50,196.29,,
4616,294707.83,5331250.34,-130.66,361.31,66.00,22.86,,
4617,294707.87,5331250.41,-132.57,2.81,-57.00,22.55,,
4618,294707.81,5331249.15,-130.63,182.81,57.00,23.16,,
4619,294707.84,5331249.86,-132.58,2.31,-90.00,23.31,,
462,294767.60,5331050.81,249.92,169.69,0.00,26.51,,
4620,294937.89,5331108.69,-284.89,5.81,-51.00,37.88,No_Litho,
4621,294937.78,5331107.85,-284.92,2.31,-90.00,37.49,No_Litho,
4622,295009.31,5331104.38,-283.61,2.31,0.00,30.17,,
4623,295009.30,5331104.17,-284.51,4.31,-45.00,38.40,,
4624,295009.24,5331103.28,-284.64,2.31,-90.00,35.66,,
4625,295045.02,5331101.69,-283.40,3.31,1.00,30.17,No_Litho,
4626,295044.99,5331101.47,-284.31,2.31,-44.50,31.08,No_Litho,
4627,295044.97,5331100.56,-284.43,2.31,-90.00,39.01,No_Litho,
4628,294923.39,5331243.34,-595.19,5.89,2.00,15.24,,
4629,295121.67,5331216.29,-594.48,182.23,1.00,166.26,No_Litho,
463,294489.85,5331080.84,291.10,181.61,0.00,103.63,,
4630,295121.84,5331220.68,-594.57,362.23,-1.00,228.50,No_Litho,
4631,294878.91,5331239.72,-595.62,182.43,1.39,122.52,,
4632,295045.54,5331106.02,-208.23,2.31,-90.00,39.01,No_Litho,
4633,295098.45,5331104.04,-206.88,361.81,0.00,15.24,,
4634,295098.39,5331103.22,-207.83,2.31,-90.00,25.90,,
4635,295098.38,5331101.64,-206.89,181.81,0.00,53.03,,
4636,295054.22,5331106.54,-208.05,352.31,-83.00,17.98,,
4637,295101.30,5331086.66,-320.87,187.55,0.00,40.23,,
4638,295101.85,5331090.53,-320.88,8.88,-5.00,197.29,,
4639,295042.60,5331097.17,-321.13,183.75,0.00,68.27,No_Litho,
464,294734.58,5331045.03,249.76,185.24,0.00,21.94,,
4640,294878.93,5331240.98,-596.79,2.31,-90.00,44.74,,
4641,294879.31,5331243.00,-596.67,355.68,-64.00,37.64,,
4642,294856.17,5331239.36,-594.92,178.31,38.50,68.88,,
4643,294823.92,5331242.80,-595.54,189.22,30.00,68.97,No_Litho,
4644,295154.13,5331214.03,-594.56,180.81,1.00,30.63,,
4645,295155.05,5331214.33,-594.65,127.61,0.00,15.54,,
4646,295154.21,5331216.24,-594.60,3.31,1.00,30.17,,
4647,294454.15,5331246.45,-412.31,181.81,4.00,121.92,,
4648,294454.29,5331250.83,-412.62,361.81,-4.00,121.61,,
4649,294923.31,5331241.90,-596.45,2.31,-90.00,48.92,,
465,294473.92,5331086.29,291.24,182.46,0.00,30.35,,
4650,294923.33,5331242.19,-596.35,358.31,-73.50,45.72,,
4651,294454.16,5331246.61,-412.00,183.48,18.00,121.61,,
4652,294789.84,5331200.86,-505.54,360.31,-18.00,90.22,,
4653,294789.84,5331200.51,-506.05,4.00,-50.00,45.87,,
4654,294817.59,5331203.76,-505.06,180.81,0.00,60.83,No_Litho,
4655,294817.53,5331206.89,-505.15,360.61,-3.00,106.07,No_Litho,
4656,294817.54,5331206.85,-505.47,360.31,-20.00,83.66,No_Litho,
4657,294346.02,5331234.06,-410.92,184.37,5.00,189.58,,
4658,294346.32,5331237.77,-411.25,4.81,-5.00,182.57,,
4659,294878.70,5331207.16,-504.98,185.53,0.00,61.87,,
466,294575.02,5331118.51,174.78,217.06,0.00,60.59,,
4660,294878.98,5331210.90,-505.04,4.31,-3.00,106.07,,
4661,294927.68,5331205.75,-504.89,2.31,0.00,59.95,No_Litho,
4662,294927.60,5331203.38,-504.90,182.19,0.00,60.86,,
4663,294321.05,5331232.74,-410.77,2.39,0.00,30.02,,
4664,294320.97,5331230.70,-410.77,182.39,0.00,60.35,,
4665,294405.73,5331240.03,-412.46,3.31,3.50,121.24,,
4666,294405.54,5331235.63,-412.12,179.81,4.50,182.72,,
4667,294746.42,5331069.07,-505.80,224.81,6.00,242.01,No_Litho,
4668,294369.91,5331237.81,-411.59,3.03,0.00,29.41,No_Litho,
4669,294369.78,5331235.38,-411.60,183.03,0.00,30.48,No_Litho,
467,294533.92,5331072.71,290.89,182.43,0.00,60.96,,
4670,294320.10,5331230.84,-411.09,234.04,0.00,29.56,,
4671,294286.53,5331153.86,-594.94,2.36,-4.00,181.66,,
4672,294286.38,5331150.15,-594.68,182.36,4.00,197.51,,
4673,294922.22,5331067.66,-504.66,357.06,0.00,76.50,,
4674,294922.42,5331063.65,-504.75,177.06,0.00,74.67,,
4675,294984.06,5331057.80,-504.46,183.31,2.50,45.72,No_Litho,
4676,294984.30,5331061.88,-504.52,3.63,-2.50,213.05,No_Litho,
4677,294914.11,5331209.96,-504.91,358.81,0.00,23.46,No_Litho,
4678,295107.83,5331065.36,-412.65,183.94,0.00,18.59,,
4679,295108.06,5331069.27,-412.84,3.93,-5.00,197.51,,
468,294634.66,5331074.67,98.58,181.61,0.00,166.96,,
4680,294355.31,5331119.05,-53.51,182.79,0.00,22.86,No_Litho,
4681,294355.32,5331119.29,-52.41,183.18,53.50,30.78,No_Litho,
4682,294355.32,5331119.19,-54.33,184.23,-42.50,51.81,No_Litho,
4683,294398.36,5331126.61,-53.58,179.38,0.00,22.25,,
4684,294615.66,5331242.40,-505.14,181.51,0.00,16.15,No_Litho,
4685,294615.72,5331245.47,-505.13,361.68,0.00,60.96,No_Litho,
4686,294615.73,5331245.26,-505.66,360.71,-41.00,53.34,No_Litho,
4687,294473.74,5331235.69,-504.30,7.34,-3.00,121.92,,
4688,294473.29,5331232.04,-504.12,187.13,5.00,182.57,,
4689,295081.59,5331069.05,-412.91,184.53,1.18,29.87,No_Litho,
469,294681.31,5331110.98,174.03,182.41,0.00,24.32,,
4690,295041.15,5331072.49,-413.01,183.53,-0.15,45.41,No_Litho,
4691,295041.30,5331075.58,-412.99,2.60,0.15,31.30,No_Litho,
4692,295011.05,5331080.56,-412.82,184.93,0.78,23.62,,
4693,294978.43,5331087.61,-412.76,181.31,2.76,75.89,No_Litho,
4694,294978.49,5331091.59,-412.96,359.98,-2.67,106.07,No_Litho,
4695,294494.30,5331225.10,-504.38,185.55,0.00,30.32,No_Litho,
4696,294522.85,5331218.64,-504.65,189.81,0.00,121.00,No_Litho,
4697,293870.18,5331220.59,-281.75,2.31,-90.00,38.10,,
4698,293870.16,5331220.59,-279.48,2.31,90.00,38.10,,
4699,293870.09,5331219.98,-279.58,181.31,65.50,52.12,,
